DGP function,Method,Mean Estimate,SD Estimate,Median Estimate,Mean Variance,SD Variance,Median Variance,Bias,SD Bias,Median Bias,MSE,SD MSE,Coverage,Interval Length,SD Interval Length,Interval Median,Average Time,SD Average Time
0,RFIV2,3.819830262992054,0.10855169458653072,3.8199737158154026,23.354054358648586,1.4287915387012184,23.439847294759286,-0.2301697370079496,0.10855169458653065,-0.23002628418459703,0.06476157823191614,0.05284366601256119,0.454,0.42370959196243846,0.013360073831125127,0.42445303598261885,900.8956013040543,25.83809646504837
1,RFIV2,3.7567867491180196,0.10942386870758765,3.759854505965188,22.105051541195145,1.509343757673844,22.12976983069163,-0.29321325088198064,0.10942386870758761,-0.2901454940348116,0.09794759353571492,0.06666267899903583,0.226,0.4122156422814035,0.014517621683755698,0.4124561236485125,987.2493551301956,141.5081056933004
2,RFIV2,3.7480915522111498,0.10895641851958815,3.7479754028649466,21.957104566861943,1.522353506748583,22.015977314618606,-0.30190844778885056,0.10895641851958814,-0.30202459713505325,0.10302021198288877,0.06796426378284326,0.206,0.41082658380893883,0.014673781499044587,0.41135762656407526,903.2522117853165,26.638642439063826
3,RFIV2,3.9932270136880392,0.11536474044366879,3.999696490188181,27.030553521169875,1.4235157060087802,27.040355815557874,-0.05677298631195828,0.11536474044366886,-0.05030350981181875,0.016532195312412873,0.022986790917153128,0.9,0.4558581190685096,0.012476303205818147,0.45602165488734725,898.027759349823,27.406211367060003
4,RFIV2,3.565995772206872,0.346193475870027,3.6593638374692574,20.15157942551072,4.6210054374541265,21.288105534988798,-0.48400422779313024,0.34619347587002697,-0.3906361625307422,0.35411001525659586,0.526942536216337,0.192,0.3909361155289646,0.05081407611997875,0.4046935242406855,901.8805339603424,26.048703824924793
