theta_surrogacy,vart_surrogacy,lower_ci_surrogacy,upper_ci_surrogacy,theta_latent,vart_latent,lower_ci_latent,upper_ci_latent,theta_oracle,vart_oracle,lower_ci_oracle,upper_ci_oracle,percentiles
0.13498934300585538,44.38660980708031,-0.11987520272784327,0.38985388873955407,-0.07944274481129579,188.84263044160485,-0.6051372744106254,0.44625178478803385,0.24591888673218498,218.56334029980465,-0.4095837923391763,0.9014215658035463,5
0.1582882096658381,18.12542495245994,-0.004576704925197711,0.3211531242568739,0.205845719703142,106.28558455104658,-0.18853949024182162,0.6002309296481056,0.3187146387992086,108.7744754112513,-0.14371888461772447,0.7811481622161416,10
0.03263862627653245,13.995060249044812,-0.11047165106874907,0.17574890362181395,0.050375734473956366,68.09149028438634,-0.26529175542319366,0.3660432243711064,0.01653624555593674,64.6234471696495,-0.3398991884354983,0.3729716795473718,15
-0.0014762950460888004,9.685926765805618,-0.12053304631739088,0.11758045622521328,0.20084410273425685,55.456874087570654,-0.08403535256257183,0.4857235580310855,-0.23488248800547398,54.15806277037993,-0.5611827120372141,0.09141773602626616,20
0.060412277988873796,8.642525170412709,-0.05204919401516583,0.1728737499929134,0.27892014533618653,45.98730872022291,0.019500754994869474,0.5383395356775036,-0.1640902780870653,35.46850017440601,-0.42815307773036426,0.09997252155623362,25
0.10047719033873215,6.622397799423454,0.0020327782924444704,0.19892160238501982,0.1244701516246313,31.669661176216227,-0.09081057254623233,0.33975087579549496,-0.03277454966399441,20.972601815665744,-0.23582874504762583,0.17027964571963702,30
0.08746970364446281,5.633285259546022,-0.003325793096749685,0.1782652003856753,-0.012408470766010106,33.28612702930463,-0.23311494361084226,0.20829800207882207,0.021446511899204896,17.05210095405262,-0.16164776054116065,0.20454078433957046,35
0.04623248399993175,6.143780392375181,-0.048587805933830636,0.14105277393369414,-0.07113589990297849,39.589017544345005,-0.3118329674842522,0.1695611676782952,0.010919966367709743,17.590724990972756,-0.1750435205434692,0.1968834532788887,40
0.013156598968387176,6.41098960496274,-0.08370373753508906,0.11001693547186342,-0.06441069712983452,37.10988559989931,-0.29744950229627687,0.16862810803660785,-0.017936387864720096,17.029625906267373,-0.20090995936153738,0.16503718363209718,45
-0.026464525225078736,6.248800614451283,-0.12209179816118854,0.06916274771103106,-0.0027446999255182477,31.603907642635022,-0.217801821712534,0.21231242186149754,-0.048358800835278805,15.352481063846808,-0.2220889115902496,0.125371309919692,50
-0.044586750813755655,6.122839877249019,-0.13924530966338106,0.05007180803586973,0.01632168291350002,31.863776020581934,-0.19961780019175854,0.2322611660187586,-0.06341837887957211,15.421727633219572,-0.23753984915517717,0.11070309139603296,55
-0.05976453199744214,6.094634547861271,-0.15420481323941226,0.03467574924452797,-0.026027557234900883,34.13734426888572,-0.24953824921887616,0.1974831347490744,-0.1084422255068373,15.913800839087653,-0.2853197985524645,0.06843534753878988,60
-0.06418269592278797,6.363674052196442,-0.16068493733733424,0.032319545491758306,-0.10250008565626699,34.04909225875912,-0.3257216802713283,0.12072150895879431,-0.18063477501611144,17.421788573244825,-0.365703136872935,0.004433586840712128,65
-0.06351923579521994,6.4414604954006025,-0.16060948392149998,0.03357101233106011,-0.13458780749163982,32.70963038270877,-0.3533746776080908,0.0841990626248112,-0.19266839826275237,19.53927618517443,-0.3886611665629003,0.003324370037395552,70
-0.06790110927100444,6.58175981884978,-0.16604300714742115,0.03024078860541228,-0.21110971292393887,34.19095532192951,-0.4347958424378372,0.012576416589959477,-0.1715749510435878,22.344473590410512,-0.38116510426494943,0.03801520217777382,75
-0.07332335312593749,6.515350555431126,-0.17096887502569635,0.024322168773821387,-0.2942650309724687,35.759312822035476,-0.5230239414205594,-0.06550612052437796,-0.14020654773734217,26.355604120728067,-0.36783277434593886,0.08741967887125451,80
-0.06062102930306191,6.132835756762955,-0.1553568243456768,0.03411476573955299,-0.2727161063394082,30.226543999253252,-0.4830347073463933,-0.062397505332423026,-0.13520619548642207,32.116433344565415,-0.38648130209669485,0.11606891112385073,85
-0.03510242383669452,5.959053856833667,-0.12848634210414017,0.058281494430751125,-0.17653930931221803,23.409307101766444,-0.3616270766550894,0.00854845803065335,-0.19757567741184712,41.7967434875275,-0.4842290357984808,0.08907768097478658,90
-0.004865826043681082,8.257473308274214,-0.11479349694243728,0.10506184485507512,-0.14012047140441078,24.16338522250575,-0.3281657033499644,0.047924760541142836,-0.324014932455979,67.14241598347952,-0.6873307395747728,0.03930087466281479,95
